id,count_9296,count_9701,count_0206,count_0711
39169,3,5,2,3
39171,,,,
39173,1,2,1,6
39175,,,,
40000,,,,
40001,3,,,
40003,,,,
40005,5,,,
40007,,,,
40009,2,1,,
40011,3,,,
40013,4,,,
40015,1,1,,
40017,4,,,
40019,1,1,,
40021,2,,,1
40023,3,,,
40025,,,,
40027,23,2,1,
40029,6,,,
40031,13,2,,1
40033,,,,
40035,,,,
40037,2,,,
40039,1,1,,
40041,2,1,,
40043,,,,
40045,,,,
40047,,1,,
40049,4,1,,
40051,2,,,
40053,1,,,
40055,,,,
40057,,,,
40059,,,,
40061,2,,,
40063,2,,,
40065,1,,,
40067,,1,,
40069,1,,,
40071,12,3,,
40073,1,1,,
40075,1,,,
40077,1,,,
40079,2,3,,
40081,2,1,,
40083,1,,,1
40085,,,,
40087,4,,,
40089,4,,,
40091,,,,
40093,,,,
40095,3,2,,
40097,2,2,,
40099,2,,,
40101,7,,,
40103,,1,,
40105,2,,,
40107,1,,,
40109,34,15,2,1
40111,3,2,,
40113,4,,,1
40115,3,3,,
40117,3,,,
40119,9,1,,1
40121,5,1,,
40123,12,1,,
40125,5,3,,
40127,1,2,,
40129,1,,,
40131,5,1,,
40133,2,1,,
40135,4,,,
40137,,2,,
40139,1,,,
40141,1,,,
40143,21,7,,
40145,2,1,,
40147,,2,,
40149,1,,,
40151,,,,
40153,,,,
41000,13,,,
41001,,,,
41003,2,1,2,
41005,6,4,3,2
41007,,,1,
41009,,1,1,
41011,,1,,
41013,,,,
41015,,1,1,
41017,4,,,1
41019,4,,4,1
41021,,,,
41023,,,,
41025,,1,,
41027,1,,1,3
41029,10,15,3,8
41031,,,,
41033,3,13,11,4
41035,2,2,,1
41037,,,,1
41039,6,4,,5
41041,1,2,,
41043,,4,1,2
41045,,1,,1
41047,4,2,4,
41049,,,,
41051,4,13,13,17
41053,,1,,2
41055,,,,
41057,1,2,1,
41059,,,,
41061,1,1,,
41063,,1,,
41065,,,,1
41067,1,14,2,2
41069,3,,,
41071,,,1,1
42000,2290,34,30,
42001,5,64,328,378
42003,,73,126,73
42005,36,19,19,293
42007,8,5,25,37
42009,10,12,18,67
42011,111,554,1803,559
42013,,15,13,50
42015,3,13,20,68
42017,983,2152,2401,2755
42019,18,54,210,729
42021,10,20,18,44
42023,18,52,68,80
42025,11,16,36,131
42027,130,33,121,312
42029,893,3580,3580,3342
42031,5,4,11,62
42033,20,152,277,605
42035,11,13,53,135
42037,6,19,57,198
42039,9,7,13,14
42041,15,65,240,456
42043,32,53,296,472
42045,1384,867,1299,123
42047,29,105,183,301
42049,38,30,54,85
42051,3,16,26,15
42053,1,,3,6
42055,17,28,121,218
42057,1,7,11,105
42059,1,15,5,2
42061,3,4,11,62
42063,20,13,11,134
42065,11,17,44,280
42067,3,,7,55
42069,11,17,50,82
42071,96,326,905,352
42073,1,9,8,25
42075,5,57,280,364
42077,78,243,817,714
42079,5,25,110,141
42081,8,11,79,206
42083,12,14,39,119
42085,24,41,27,16
42087,2,4,17,114
42089,11,83,328,389
42091,863,1908,2718,2114
42093,1,9,21,58
42095,220,315,927,662
42097,35,28,42,90
42099,4,11,66,163
42101,400,811,829,813
42103,14,37,187,165
42105,4,5,34,32
42107,18,27,76,86
42109,2,3,28,56
42111,5,7,9,14
42113,,2,5,10
42115,3,5,21,40
42117,1,11,17,17
42119,1,10,22,53
42121,3,12,4,14
42123,2,5,7,14
42125,19,27,20,23
42127,4,8,37,206
42129,21,39,53,77
42131,1,5,11,96
42133,63,652,1901,1228
44000,98,49,167,38
44001,25,28,27,27
44003,193,495,412,87
44005,95,131,83,41
44007,178,455,434,153
44009,1308,1804,1061,393
45000,5,,1,19
45001,,1,1,1
45003,,1,2,
45005,,1,,
45007,1,6,7,7
45009,,,,
45011,,,,
45013,3,4,8,6
45015,2,2,,4
45017,,,,
45019,5,5,3,12
45021,1,,1,
45023,1,,1,1
45025,,,,
45027,,,1,1
45029,,,,
45031,,,,
45033,,,,
45035,1,,2,1
45037,,,3,
45039,,,2,
45041,1,,4,
45043,,,2,1
45045,,2,6,5
45047,,,4,
45049,,1,,
45051,1,1,11,12
45053,,,1,
45055,1,,1,3
45057,,6,3,1
45059,3,,,3
45061,,,,
45063,1,1,8,3
45065,,,1,1
45067,,,,
45069,,,,
45071,,,1,
45073,,12,2,2
45075,1,1,3,4
45077,2,1,3,1
45079,6,,11,7
45081,,,,
45083,4,1,1,1
45085,2,,2,2
45087,,,,
45089,,1,,2
45091,3,1,5,13
46000,,,,
46003,,,,
46005,,,,1
46007,,,,
46009,,,,
46011,,,,1
46013,,,,1
46015,,,,
46017,,,,
46019,,,,
46021,,,,
46023,,,,
46025,,,,
46027,,,1,
46029,1,,,
46031,,,,
46033,,,,
46035,,,,2
46037,,,,
46039,,,,
46041,,,,
46043,,,,
46045,,,,
46047,,,,
46049,,,,
46051,,,,
46053,,,,
46055,,,,
46057,,,,
46059,,,,
46061,,,,
46063,,,,
46065,,,,
46067,,,,
46069,,,,
46071,,,,
46073,,,,
46075,,,,
46077,,,,
46079,,,,
46081,,,,
46083,,,1,
46085,,,,
46087,,,,
46089,,,,
46091,,,,
46093,,,,
46095,,,,
46097,,,,
46099,,1,1,1
46101,,,,
46103,,,3,1
46105,,,,
46107,,,,
46109,,,,
46111,,,,
46113,,,,
46115,,,,
46117,,,,
46119,,,,
46121,,,,
46123,,,,
46125,,,,
46127,,,1,
46129,,,,
46135,,,,
46137,,,,
47000,,,,2
47001,1,,1,
47003,1,3,1,
47005,1,1,1,
47007,,1,,
47009,2,1,,
47011,5,4,2,
47013,1,,,1
47015,,,,2
47017,,2,,
47019,,,,2
47021,2,1,1,
47023,,,,
47025,,,,
47027,,,,
47029,1,,1,1
47031,1,,,
47033,,1,,
47035,1,7,2,
47037,13,35,6,6
47039,,1,,
47041,,,,
47043,3,5,2,
47045,1,4,1,
47047,,1,,
47049,,3,,1
47051,,1,2,
47053,,3,1,
47055,,4,1,2
47057,,,,
47059,3,2,,
47061,,1,,
47063,1,,,
47065,16,12,5,2
47067,,,,
47069,,,1,1
47071,,,1,
47073,,4,1,1
47075,,1,,
47077,2,3,,1
47079,1,4,2,2
47081,,,,2
47083,1,1,,
47085,,,,
47087,,,,
47089,1,,,1
47091,,,1,
47093,5,13,14,5
47095,,,,
47097,,2,,
47099,,3,1,2
47101,2,,,
47103,,4,,1
47105,,,,
47107,,1,2,
47109,2,3,,
47111,,2,2,
47113,2,4,2,2
47115,,,1,
47117,,3,,
47119,4,3,,1
47121,,,1,
47123,1,,,
47125,1,6,5,
47127,,,,
47129,,,,1
47131,2,1,,
47133,,,,
47135,,1,1,
47137,,1,,1
47139,,,1,
47141,1,1,2,2
47143,2,4,1,
47145,2,,3,
47147,3,2,,
47149,4,3,,
47151,1,,1,
47153,,,1,
47155,,1,,1
47157,9,16,9,10
47159,,3,,
47161,,2,,
47163,2,1,1,1
47165,5,4,4,1
47167,,3,,
47169,1,,,
47171,1,,1,
47173,,,,
47175,,,,
47177,,1,1,
47179,2,4,1,1
47181,1,3,,
47183,2,1,1,
47185,,1,,
47187,1,1,2,3
47189,2,6,,
48000,,,8,
48001,,1,,
48003,,,,
48005,1,4,1,7
48007,,,,
48009,,,,
48011,,,,
48013,,,1,
48015,2,1,1,1
48017,1,,,
48019,,1,1,1
48021,1,1,2,1
48023,,1,,
48025,,,,1
48027,4,3,6,1
48029,3,6,13,1
48031,,,,
48033,,,,
48035,,,1,
48037,,1,,
48039,6,,1,1
48041,3,2,3,
48043,,1,,
48045,,,,
48047,,,,
48049,4,,5,12
48051,,,1,
48053,1,,5,1
48055,,,2,
48057,,,,
48059,1,2,1,3
48061,2,,5,
48063,2,1,,
48065,,1,1,1
48067,1,1,,
48069,,,,
48071,1,,1,1
48073,,,1,
48075,,,,
48077,2,,,1
48079,,,,1
48081,,,,
48083,,2,,
48085,7,8,12,17
48087,,,,
48089,,1,,
48091,1,,1,
48093,1,,1,3
48095,,,1,
48097,,2,2,2
48099,1,,3,1
48101,,,,
48103,,,,
48105,,,,
48107,,,,
48109,,,,
48111,,,,
48113,50,44,42,16
48115,,1,,
48117,,,,
48119,,,,
48121,10,13,11,47
48123,,,,
48125,,,,
48127,,,,
48129,,,,
48131,1,,,
48133,3,,1,4
48135,,,1,
48137,,,,
48139,,4,2,5
48141,,1,,3
48143,2,1,,2
48145,,,,
48147,1,,1,
48149,,,,1
48151,,1,,
48153,,,,
48155,,,1,
48157,2,,6,5
48159,,1,1,1
48161,1,2,,
48163,,,,
48165,,,,
48167,3,,1,6
48169,,,,
48171,,1,,
48173,,,,
48175,,,,
48177,,,,
48179,1,,,
48181,6,1,1,3
48183,7,2,1,2
48185,,,1,3
48187,1,,,1
48189,,,,
48191,,,,
48193,,,,
48195,,,,
48197,,,,
48199,,,,2
48201,26,22,28,36
48203,1,,,
48205,,,,
48207,,,,
48209,1,2,12,3
48211,1,,,
48213,3,2,,2
48215,2,1,8,7
48217,1,,1,
48219,,,,
48221,3,1,1,1
48223,4,,1,1
48225,,,,
48227,,,1,
48229,,,,
48231,,3,3,1
48233,1,,,
48235,,,,
48237,1,1,,
48239,,,,
48241,1,1,,
48243,1,,,
48245,2,,1,2
48247,,,,
48249,1,,1,1
48251,8,4,6,1
48253,,,1,
48255,,,,
48257,2,3,2,
48259,,,,
48261,,,,
48263,,,,
48265,,2,2,1
48267,1,,,1
48269,,,,
48271,,,1,2
48273,,,1,
48275,1,1,1,
48277,2,1,,
48279,,,,
48281,1,1,2,
48283,,,1,
48285,1,,,
48287,,1,1,
48289,,3,,
48291,,,2,1
48293,,,,
48295,,,,
48297,,,,
48299,,1,3,
48301,,,,
48303,2,2,2,4
48305,,,,
48307,3,,1,
48309,,,1,3
48311,,,,
48313,,,,
48315,,,,
48317,,,,
48319,1,,,
48321,1,1,2,
48323,,,2,
48325,,1,,
48327,2,,,
48329,,2,,
48331,,1,,
48333,1,,3,
48335,,,,1
48337,2,2,1,2
48339,4,1,3,27
48341,,,,
48343,1,1,,
48345,,,,
48347,1,1,2,
48349,1,,1,
48351,,,,1
48353,3,1,,
48355,8,,2,5
48357,,,,
48359,,,,
48361,1,1,,1
48363,1,1,1,
48365,,1,,
48367,11,5,4,8
48369,,,,
48371,1,,,
48373,1,,,2
48375,1,,2,1
48377,,,,
48379,,,,1
48381,,,,3
48383,,,,
48385,,,,
48387,,,,
48389,,,,
48391,,,,
48393,,,,
48395,,,,
48397,2,1,3,6
48399,1,1,1,
48401,1,,,1
48403,1,2,,
48405,,1,,
48407,,,,
48409,,,,2
48411,,3,2,2
48413,,,,
48415,,,,
48417,,,,
48419,1,,,
48421,,,,
48423,6,3,3,2
48425,1,,,
48427,,,1,
48429,,,,
48431,,,,
48433,,,,
48435,,,,
48437,,,,1
48439,77,67,23,27
48441,5,5,5,3
48443,,,,1
48445,,,,
48447,,,,
48449,,1,,
48451,2,1,2,
48453,21,16,96,21
48455,1,,,
48457,,1,,
48459,1,1,2,
48461,1,,,
48463,1,1,,
48465,2,4,6,1
48467,,,1,3
48469,,4,1,1
48471,,,1,1
48473,,,,1
48475,,,,
48477,,,1,1
48479,,3,1,2
48481,,,,
48483,1,,,
48485,6,2,4,1
48487,,,,1
48489,,,,1
48491,8,8,6,5
48493,,2,,
48495,,,,
48497,3,2,1,2
48499,2,3,2,
48501,,,,
48503,3,1,,
48505,,,1,
48507,,,,
49000,,,,
49001,,1,,
49003,1,,,
49005,,,1,2
49007,,,1,
49009,,,,
49011,,2,1,2
49013,,,,1
49015,,,,
49017,,,,
49019,1,,,
49021,,,1,
49023,,,,
49025,,,,
49027,,,,
49029,,,,
49031,,,,
49033,,,,
49035,5,2,5,9
49037,,,,
49039,,,1,
49041,,,,
49043,,,2,5
49045,1,,,
49047,,,,
49049,4,2,2,3
49051,,,,
49053,,,1,3
49055,,,,
49057,1,,,
50000,1,,,
50001,3,7,21,111
50003,6,17,99,420
50005,3,2,5,9
50007,26,16,39,157
50009,,3,1,2
50011,,5,3,20
50013,,,2,11
50015,,3,3,16
50017,4,5,11,43
50019,1,,5,8
50021,3,9,22,267
50023,3,6,17,38
50025,7,15,40,240
50027,15,15,21,196
51000,,,,250
51001,32,20,57,41
51003,2,11,23,86
51005,1,,,1
51007,,,,
51009,3,,1,5
51011,6,,,3
51013,14,13,45,118
51015,3,5,2,77
51017,,,,
51019,10,9,3,15
51021,,,1,
51023,1,,,1
51025,,,,1
51027,1,,1,
51029,2,4,1,3
51031,6,,5,11
51033,,2,2,10
51035,,1,1,3
51036,,,,1
51037,10,7,,
51041,17,9,15,48
51043,,2,8,58
51045,,,,
51047,1,,10,42
51049,1,,1,
51051,,,,
51053,,,3,3
51057,,1,2,1
51059,70,107,185,852
51061,2,6,47,126
51063,25,2,,40
51065,5,1,5,6
51067,,1,1,1
51069,2,3,7,205
51071,,,,3
51073,4,,1,1
51075,,1,2,7
51077,,1,,2
51079,,2,4,21
51081,,,1,
51083,6,2,,1
51085,2,8,5,23
51087,4,10,11,29
51089,4,6,2,1
51091,,,,
51093,6,2,2,
51095,5,2,5,24
51097,,1,1,
51099,1,2,11,23
51101,1,,,3
51103,3,,,8
51105,3,1,1,
51107,8,153,417,935
51109,5,,3,10
51111,,,,1
51113,,3,1,8
51115,,,,1
51117,2,2,,1
51119,1,2,,1
51121,5,8,5,82
51125,6,1,,15
51127,,,1,
51131,13,6,19,24
51133,1,1,1,5
51135,8,1,,2
51137,3,1,2,15
51139,3,1,4,15
51141,3,,,1
51143,,6,,1
51145,,,,2
51147,2,4,1,3
51149,,,11,6
51153,57,34,127,199
51155,,,1,31
51157,1,,6,20
51159,1,,3,1
51161,,2,2,7
51163,1,3,3,10
51165,2,6,5,71
51167,1,,1,
51169,,,,1
51171,1,1,,59
51173,,,1,
51175,1,,,
51177,2,8,17,34
51179,1,9,14,31
51181,,,,
51183,1,1,1,
51185,2,,3,
51187,3,13,13,121
51191,2,,,3
51193,1,1,,
51195,,1,1,
51197,,1,1,4
51199,1,4,12,14
51510,4,1,14,32
51515,,,,
51520,,,,
51530,,1,,
51540,,,,27
51550,1,4,18,31
51570,,,3,1
51580,,,,
51590,2,1,1,4
51595,,,,
51600,,,,
51610,,,,5
51620,,,,
51630,2,4,6,1
51640,,,,1
51650,5,3,13,6
51660,,,,14
51670,,1,,1
51678,,,,2
51680,3,1,17,52
51683,,,,5
51685,,,,4
51690,,,,
51700,7,4,14,15
51710,7,1,10,6
51720,,,,
51730,1,2,1,
51735,,,1,2
51740,2,4,7,4
51750,,,,17
51760,1,4,9,16
51770,7,1,1,2
51775,4,,,5
51790,,,,11
51800,4,1,9,4
51810,11,10,2,14
51820,2,,,8
51830,7,9,27,13
51840,,,,19
53000,,,,
53001,,,,
53003,,,,
53005,1,2,1,
53007,,2,,
53009,,1,,
53011,4,2,3,8
53013,,,,
53015,1,,1,2
53017,,,,
53019,,,,1
53021,,,,1
53023,,,,
53025,,,,
53027,1,,2,
53029,3,1,,6
53031,,1,,2
53033,19,19,22,23
53035,7,,1,5
53037,1,1,,
53039,1,,,1
53041,1,,,1
53043,,,,
53045,,1,1,1
53047,2,,,1
53049,,1,1,
53051,,,,
53053,1,4,8,5
53055,,,1,2
53057,2,3,,3
53059,,,,
53061,3,3,2,4
53063,1,1,3,3
53065,,,1,1
53067,1,1,3,1
53069,,,,
53071,,,,
53073,1,2,2,7
53075,1,1,,
53077,4,4,1,
54000,1,,,3
54001,1,,1,1
54003,5,20,88,329
54005,1,,,
54007,1,1,1,1
54009,1,1,1,
54011,8,,1,1
54013,1,2,,1
54015,1,,,
54017,,,2,
54019,7,1,1,2
54021,1,2,,
54023,,1,2,3
54025,14,1,1,2
54027,1,6,,15
54029,3,1,,
54031,,,1,
54033,1,4,4,1
54035,2,,,
54037,1,10,39,129
54039,3,6,1,5
54041,1,,,
54043,,,,
54045,2,1,1,
54047,,1,1,1
54049,6,1,5,
54051,1,2,1,1
54053,3,,1,1
54055,2,3,1,2
54057,4,4,1,4
54059,2,,,
54061,1,5,1,3
54063,2,1,1,1
54065,,2,17,60
54067,1,,1,
54069,3,4,3,
54071,2,2,,1
54073,1,,,
54075,1,1,,
54077,2,,1,1
54079,2,1,,2
54081,10,,1,3
54083,13,1,1,
54085,,,1,
54087,3,1,,
54089,3,,,1
54091,3,,,1
54093,1,,,3
54095,,,1,1
54097,2,,1,1
54099,1,1,,
54101,,1,,
54103,1,1,1,
54105,,1,,
54107,3,3,,2
54109,2,1,,
55000,,3,1,31
55001,5,5,33,139
55003,4,11,40,59
55005,106,102,222,386
55007,21,15,22,72
55009,17,3,14,68
55011,42,18,46,73
55013,113,111,123,164
55015,2,3,8,30
55017,105,123,216,316
55019,86,100,139,192
55021,22,37,104,259
55023,2,18,81,54
55025,77,94,259,529
55027,25,12,16,50
55029,3,2,6,15
55031,37,60,104,149
55033,81,96,93,244
55035,260,248,391,476
55037,,,1,4
55039,14,17,14,16
55041,1,1,3,5
55043,3,19,57,59
55045,1,2,5,27
55047,1,2,8,34
55049,9,29,36,83
55051,1,2,3,24
55053,17,57,88,146
55055,9,5,17,50
55057,6,32,91,134
55059,5,8,7,18
55061,,,2,4
55063,90,202,246,147
55065,,,1,3
55067,2,,3,44
55069,11,15,162,234
55071,,,7,17
55073,5,43,238,558
55075,3,6,15,110
55077,5,6,30,168
55078,,1,2,26
55079,15,15,11,156
55081,39,93,200,256
55083,1,1,2,20
55085,38,35,221,276
55087,6,17,34,110
55089,3,3,3,32
55091,3,8,14,46
55093,10,32,46,87
55095,187,146,153,268
55097,16,184,341,499
55099,20,20,100,159
55101,4,12,9,36
55103,4,33,112,149
55105,8,10,33,66
55107,31,37,118,157
55109,77,69,113,253
55111,28,72,81,222
55113,77,75,177,163
55115,3,4,30,110
55117,4,12,19,36
55119,16,14,28,73
55121,30,50,154,142
55123,20,47,120,157
55125,21,12,46,134
55127,2,7,24,84
55129,134,138,197,186
55131,7,8,6,63
55133,30,23,29,177
55135,12,33,158,227
55137,4,6,45,184
55139,37,10,32,113
55141,22,121,289,314
56000,2,1,,1
56001,2,1,1,
56003,1,,,
56005,3,1,,
56007,,,,
56009,2,,,
56011,,,,
56013,1,,1,1
56015,,,,
56017,,,,
56019,,1,,1
56021,2,3,3,1
56023,,1,,
56025,,,2,
56027,,,,
56029,4,,,1
56031,,,,
56033,5,2,,
56035,,,,
56037,1,1,2,
56039,3,,3,1
56041,,,,
56043,,,,
56045,,,,
